URL,Genre,Split,Duration in seconds,Channel name,Channel ID,Channel URL,Publish date
https://www.youtube.com/watch?v=raXtVT3fgSM,cartoons,train,1219,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-10-26 00:00:00
https://www.youtube.com/watch?v=0oJnpDuMS2o,cartoons,train,1219,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-09-30 00:00:00
https://www.youtube.com/watch?v=-swplWMQmcI,cartoons,train,1267,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-11-25 00:00:00
https://www.youtube.com/watch?v=-j5D45RvqYQ,cartoons,train,1230,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-11-04 00:00:00
https://www.youtube.com/watch?v=8fuoaQ0EYEc,cartoons,train,1296,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-09-21 00:00:00
https://www.youtube.com/watch?v=KpLgdKEBMl0,cartoons,train,1165,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-09-16 00:00:00
https://www.youtube.com/watch?v=8P7qHB0hSx8,cartoons,train,1217,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-10-05 00:00:00
https://www.youtube.com/watch?v=QPcjeCQGpq4,cartoons,train,1386,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2013-01-14 00:00:00
https://www.youtube.com/watch?v=BaAIdezJvN8,cartoons,train,1247,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-11-16 00:00:00
https://www.youtube.com/watch?v=X4fO2hxy9bY,cartoons,train,1232,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-09-02 00:00:00
https://www.youtube.com/watch?v=g6Nhqyl7_Hk,cartoons,train,1182,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-10-19 00:00:00
https://www.youtube.com/watch?v=UzR0Lv39Y0c,cartoons,train,1220,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-11-18 00:00:00
https://www.youtube.com/watch?v=IowycWRDer4,cartoons,train,1234,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-10-14 00:00:00
https://www.youtube.com/watch?v=Y233aCGIAQE,cartoons,train,1222,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-10-28 00:00:00
https://www.youtube.com/watch?v=yk2eKrbryJg,cartoons,train,1230,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-11-23 00:00:00
https://www.youtube.com/watch?v=qtqL-NDEAfI,cartoons,train,1204,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-09-14 00:00:00
https://www.youtube.com/watch?v=Pz5VxlgWJzs,cartoons,train,1210,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-11-11 00:00:00
https://www.youtube.com/watch?v=-yE9VOiw4XA,cartoons,train,1206,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-09-23 00:00:00
https://www.youtube.com/watch?v=mSjWMuUFpeo,cartoons,train,1264,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-09-28 00:00:00
https://www.youtube.com/watch?v=vKq8cAmE5zY,cartoons,train,1193,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-08-31 00:00:00
https://www.youtube.com/watch?v=r-QeLwFtXgo,cartoons,train,1239,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-09-09 00:00:00
https://www.youtube.com/watch?v=dYOj1AOKS_U,cartoons,train,1216,Winx Club Italia,UCwk4BQN1c2R6rTZe_5d6kiQ,https://www.youtube.com/channel/UCwk4BQN1c2R6rTZe_5d6kiQ,2018-11-09 00:00:00
https://www.youtube.com/watch?v=RI827MwLvs8,cartoons,train,2710,Masha e Orso,UCSH8CjSBSMnD1gYvTOyjREw,https://www.youtube.com/channel/UCSH8CjSBSMnD1gYvTOyjREw,2021-12-03 00:00:00
https://www.youtube.com/watch?v=ax9pqSCDZz4,cartoons,train,1980,Masha e Orso,UCSH8CjSBSMnD1gYvTOyjREw,https://www.youtube.com/channel/UCSH8CjSBSMnD1gYvTOyjREw,2021-11-23 00:00:00
https://www.youtube.com/watch?v=ZSPThNUgDL0,cartoons,train,1315,Nickelodeon Italia,UCsHe74knLccbgec6WdGAkPQ,https://www.youtube.com/channel/UCsHe74knLccbgec6WdGAkPQ,2019-10-18 00:00:00
https://www.youtube.com/watch?v=G-sQMdxLncA,cartoons,train,1370,Nickelodeon Italia,UCsHe74knLccbgec6WdGAkPQ,https://www.youtube.com/channel/UCsHe74knLccbgec6WdGAkPQ,2019-10-10 00:00:00
https://www.youtube.com/watch?v=uts2v9znKcI,cartoons,train,1315,Nickelodeon Italia,UCsHe74knLccbgec6WdGAkPQ,https://www.youtube.com/channel/UCsHe74knLccbgec6WdGAkPQ,2019-09-27 00:00:00
https://www.youtube.com/watch?v=W8BCw4tOe1M,cartoons,train,1370,Nickelodeon Italia,UCsHe74knLccbgec6WdGAkPQ,https://www.youtube.com/channel/UCsHe74knLccbgec6WdGAkPQ,2019-10-11 00:00:00
https://www.youtube.com/watch?v=ISka5WTBOXA,cartoons,train,546,Il Trenino Thomas Italia,UCWh5ScQ1JKah7zF4Exom9_w,https://www.youtube.com/channel/UCWh5ScQ1JKah7zF4Exom9_w,2019-12-05 00:00:00
https://www.youtube.com/watch?v=Vnqv_szfo4w,cartoons,train,1165,Il Trenino Thomas Italia,UCWh5ScQ1JKah7zF4Exom9_w,https://www.youtube.com/channel/UCWh5ScQ1JKah7zF4Exom9_w,2021-07-20 00:00:00
https://www.youtube.com/watch?v=4BJqYmsTVF8,cartoons,train,181,Il Trenino Thomas Italia,UCWh5ScQ1JKah7zF4Exom9_w,https://www.youtube.com/channel/UCWh5ScQ1JKah7zF4Exom9_w,2021-04-06 00:00:00
https://www.youtube.com/watch?v=LFJAn0CEQag,cartoons,train,2091,Il Trenino Thomas Italia,UCWh5ScQ1JKah7zF4Exom9_w,https://www.youtube.com/channel/UCWh5ScQ1JKah7zF4Exom9_w,2021-12-11 00:00:00
https://www.youtube.com/watch?v=VhZf5gqefdw,cartoons,train,544,Il Trenino Thomas Italia,UCWh5ScQ1JKah7zF4Exom9_w,https://www.youtube.com/channel/UCWh5ScQ1JKah7zF4Exom9_w,2019-11-23 00:00:00
